state,county,votes_total,votes_dem,votes_gop
Alabama,autauga county,27560,7450,19764
Alabama,baldwin county,108620,24344,83055
Alabama,barbour county,10445,4772,5605
Alabama,bibb county,9563,1982,7508
Alabama,blount county,27431,2627,24595
Alabama,bullock county,4601,3439,1143
Alabama,butler county,9460,3953,5448
Alabama,calhoun county,50630,15118,34964
Alabama,chambers county,15244,6356,8748
Alabama,cherokee county,12263,1619,10562
Alabama,chilton county,19231,3056,16052
Alabama,choctaw county,7458,3126,4294
Alabama,clarke county,13088,5730,7310
Alabama,clay county,6904,1262,5589
Alabama,cleburne county,7202,672,6472
Alabama,coffee county,22144,5050,16832
Alabama,colbert county,24607,7057,17311
Alabama,conecuh county,6418,2951,3435
Alabama,coosa county,5466,1794,3626
Alabama,covington county,17393,2717,14579
Alabama,crenshaw county,6608,1700,4864
Alabama,cullman county,41724,4475,36831
Alabama,dale county,19667,5154,14281
Alabama,dallas county,17841,12228,5523
Alabama,dekalb county,29265,4271,24744
Alabama,elmore county,40790,10304,30089
Alabama,escambia county,15832,4894,10844
Alabama,etowah county,47358,11487,35343
Alabama,fayette county,8741,1390,7295
Alabama,franklin county,12554,2085,10364
Alabama,geneva county,12526,1592,10844
Alabama,greene county,4763,3880,875
Alabama,hale county,7914,4687,3190
Alabama,henry county,9251,2589,6593
Alabama,houston county,45647,12738,32384
Alabama,jackson county,23561,3709,19644
Alabama,jefferson county,322947,180936,138443
Alabama,lamar county,7179,978,6168
Alabama,lauderdale county,43983,11872,31578
Alabama,lawrence county,15936,3544,12266
Alabama,lee county,70631,27600,42019
Alabama,limestone county,48583,13510,34337
Alabama,lowndes county,6829,4968,1835
Alabama,macon county,8675,7084,1539
Alabama,madison county,192958,86885,102395
Alabama,marengo county,10872,5476,5337
Alabama,marion county,13762,1457,12190
Alabama,marshall county,39406,5880,33094
Alabama,mobile county,181279,78754,100605
Alabama,monroe county,10597,4418,6126
Alabama,montgomery county,98103,64065,33122
Alabama,morgan county,53363,13159,39504
Alabama,perry county,5208,3849,1336
Alabama,pickens county,9647,4017,5590
Alabama,pike county,13767,5613,8020
Alabama,randolph county,10810,2203,8548
Alabama,russell county,21069,11078,9796
Alabama,shelby county,113920,33036,79428
Alabama,st. clair county,44261,7698,36119
Alabama,sumter county,6274,4639,1598
Alabama,talladega county,35548,13092,22210
Alabama,tallapoosa county,20849,5815,14905
Alabama,tuscaloosa county,76758,28560,47367
Alabama,walker county,31049,4826,25947
Alabama,washington county,8852,2253,6554
Alabama,wilcox county,5879,4036,1826
Alabama,winston county,11260,974,10187
Arizona,apache county,34397,22730,11240
Arizona,cochise county,58794,23370,34309
Arizona,coconino county,73174,44609,27043
Arizona,gila county,27662,8943,18377
Arizona,graham county,14993,4034,10747
Arizona,greenlee county,3685,1182,2433
Arizona,la paz county,7458,2236,5129
Arizona,maricopa county,2063663,1038364,993691
Arizona,mohave county,104668,24831,78535
Arizona,navajo county,51767,23383,27657
Arizona,pima county,516716,303405,205736
Arizona,pinal county,184974,75106,107077
Arizona,santa cruz county,19556,13138,6194
Arizona,yavapai county,143221,49602,91527
Arizona,yuma county,68427,31562,35766
Arkansas,arkansas county,6284,1813,4301
Arkansas,ashley county,7911,2119,5540
Arkansas,baxter county,20968,4625,15810
Arkansas,benton county,119166,41894,73605
Arkansas,boone county,17103,3061,13644
Arkansas,bradley county,3644,1208,2332
Arkansas,calhoun county,2143,467,1609
Arkansas,carroll county,11639,3941,7352
Arkansas,chicot county,4093,2252,1750
Arkansas,clark county,8358,3413,4605
Arkansas,clay county,5178,959,4084
Arkansas,cleburne county,12617,1962,10292
Arkansas,cleveland county,3588,649,2857
Arkansas,columbia county,8550,2781,5469
Arkansas,conway county,8641,2593,5672
Arkansas,craighead county,38364,11854,25482
Arkansas,crawford county,24025,4936,18566
Arkansas,crittenden county,16086,8325,7244
Arkansas,cross county,6911,1759,4928
Arkansas,dallas county,2649,963,1573
Arkansas,desha county,4163,2016,1920
Arkansas,drew county,6879,2408,4338
Arkansas,faulkner county,54264,18267,34338
Arkansas,franklin county,7113,1298,5664
Arkansas,fulton county,5098,1031,3944
Arkansas,garland county,44193,14043,29065
Arkansas,grant county,8197,1268,6791
Arkansas,greene county,16066,3045,12651
Arkansas,hempstead county,6838,2135,4463
Arkansas,hot spring county,12503,3053,9178
Arkansas,howard county,4818,1333,3358
Arkansas,independence county,14486,2798,11232
Arkansas,izard county,5792,1019,4615
Arkansas,jackson county,5076,1360,3583
Arkansas,jefferson county,25030,14882,9500
Arkansas,johnson county,9402,2262,6867
Arkansas,lafayette county,2633,820,1730
Arkansas,lawrence county,5857,1080,4569
Arkansas,lee county,2848,1423,1286
Arkansas,lincoln county,3870,1031,2725
Arkansas,little river county,5176,1226,3714
Arkansas,logan county,8222,1544,6438
Arkansas,lonoke county,30660,6684,22884
Arkansas,madison county,7315,1555,5630
Arkansas,marion county,7481,1526,5767
Arkansas,miller county,16506,4235,11907
Arkansas,mississippi county,12287,4542,7262
Arkansas,monroe county,2815,1146,1545
Arkansas,montgomery county,3839,722,3021
Arkansas,nevada county,3358,1076,2133
Arkansas,newton county,3998,709,3192
Arkansas,ouachita county,8993,3395,5253
Arkansas,perry county,4607,1005,3466
Arkansas,phillips county,6155,3561,2393
Arkansas,pike county,4240,643,3514
Arkansas,poinsett county,7418,1388,5852
Arkansas,polk county,8468,1242,7018
Arkansas,pope county,24367,5747,18041
Arkansas,prairie county,3465,646,2764
Arkansas,pulaski county,165468,98855,62389
Arkansas,randolph county,6769,1203,5327
Arkansas,saline county,56903,16042,39519
Arkansas,scott county,2219,364,1790
Arkansas,searcy county,4018,587,3365
Arkansas,sebastian county,46838,14371,31024
Arkansas,sevier county,5202,1116,3884
Arkansas,sharp county,7544,1392,5923
Arkansas,st. francis county,7054,3571,3221
Arkansas,stone county,5919,1173,4605
Arkansas,union county,16548,5559,10446
Arkansas,van buren county,7704,1566,5962
Arkansas,washington county,93467,43327,47229
Arkansas,white county,30689,5909,24057
Arkansas,woodruff county,2469,849,1543
Arkansas,yell county,6711,1275,5205
California,alameda county,767961,616180,135925
California,alpine county,731,473,238
California,amador county,22282,8147,13571
California,butte county,99780,49402,47568
California,calaveras county,26717,9845,16287
California,colusa county,7672,3114,4399
California,contra costa county,567882,407639,148623
California,del norte county,11403,4656,6434
California,el dorado county,114766,51157,60967
California,fresno county,356004,188224,160689
California,glenn county,10890,3815,6854
California,humboldt county,45961,31010,13756
California,imperial county,42369,26678,14853
California,inyo county,9147,4495,4436
California,kern county,260581,114921,139515
California,kings county,41933,17729,23169
California,lake county,11038,6874,3955
California,lassen county,11779,2772,8798
California,los angeles county,4139895,2947568,1107090
California,madera county,52029,22438,28458
California,marin county,151603,125172,23662
California,mariposa county,10280,4088,5950
California,mendocino county,25171,18303,6312
California,merced county,88533,47861,38568
California,modoc county,3814,1063,2675
California,mono county,6713,3998,2504
California,monterey county,155994,109145,43439
California,napa county,67847,46962,19388
California,nevada county,54177,30860,22059
California,orange county,1509332,808164,670245
California,placer county,215442,99585,110859
California,plumas county,10947,4465,6247
California,riverside county,778512,415309,349033
California,sacramento county,536614,338632,186311
California,san benito county,28317,17315,10412
California,san bernardino county,728595,393833,319279
California,san diego county,1587899,956778,594619
California,san francisco county,440418,375630,55988
California,san joaquin county,199069,115494,79830
California,san luis obispo county,153409,85183,64514
California,san mateo county,358289,279360,72284
California,santa barbara county,194378,126419,63583
California,santa clara county,808509,587945,203648
California,santa cruz county,141079,111534,26072
California,shasta county,88761,28889,57894
California,sierra county,1930,730,1142
California,siskiyou county,22991,9456,12985
California,solano county,201864,129344,67793
California,sonoma county,197602,153342,40478
California,stanislaus county,195857,97430,94152
California,sutter county,41694,16961,23864
California,tehama county,26826,8493,17739
California,trinity county,1047,396,594
California,tulare county,143976,64842,76063
California,tuolumne county,29820,11808,17302
California,ventura county,417057,248349,159791
California,yolo county,64934,47504,16128
California,yuba county,27329,10343,16210
Colorado,adams county,234599,132951,94874
Colorado,alamosa county,7519,3624,3676
Colorado,arapahoe county,346740,211498,126124
Colorado,archuleta county,9030,3693,5126
Colorado,baca county,2193,313,1840
Colorado,bent county,2229,723,1468
Colorado,boulder county,193656,150247,39289
Colorado,broomfield county,46297,28871,16188
Colorado,chaffee county,13620,7112,6180
Colorado,cheyenne county,1105,127,966
Colorado,clear creek county,6290,3495,2618
Colorado,conejos county,4291,1936,2269
Colorado,costilla county,2031,1279,713
Colorado,crowley county,1730,427,1262
Colorado,custer county,3585,1104,2433
Colorado,delta county,19272,5862,13013
Colorado,denver county,350605,283816,59610
Colorado,dolores county,1431,332,1080
Colorado,douglas county,230478,104199,120661
Colorado,eagle county,28427,18095,9685
